file,record_group,sample_type,concentration_molar,concentration_label,replicate,accumulation,instrument,acquisition,analyte,matrix,provenance_status,source_master_path,source_master_column_index,source_date,source_setting,source_scan_id,source_reuse_count
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc3.csv,calibration_curve_historical_replay,sample,1e-11,10pM,3,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc4.csv,calibration_curve_historical_replay,sample,1e-11,10pM,3,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10pM_rep3_acc5.csv,calibration_curve_historical_replay,sample,1e-11,10pM,3,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-11M_750_5_5_L_S3.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc1.csv,calibration_curve_historical_replay,sample,1e-05,10uM,1,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc2.csv,calibration_curve_historical_replay,sample,1e-05,10uM,1,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc3.csv,calibration_curve_historical_replay,sample,1e-05,10uM,1,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc4.csv,calibration_curve_historical_replay,sample,1e-05,10uM,1,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep1_acc5.csv,calibration_curve_historical_replay,sample,1e-05,10uM,1,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S3.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc1.csv,calibration_curve_historical_replay,sample,1e-05,10uM,2,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#1,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc2.csv,calibration_curve_historical_replay,sample,1e-05,10uM,2,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#2,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc3.csv,calibration_curve_historical_replay,sample,1e-05,10uM,2,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#3,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc4.csv,calibration_curve_historical_replay,sample,1e-05,10uM,2,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#4,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep2_acc5.csv,calibration_curve_historical_replay,sample,1e-05,10uM,2,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#5,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc1.csv,calibration_curve_historical_replay,sample,1e-05,10uM,3,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#1,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc2.csv,calibration_curve_historical_replay,sample,1e-05,10uM,3,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#2,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc3.csv,calibration_curve_historical_replay,sample,1e-05,10uM,3,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#3,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc4.csv,calibration_curve_historical_replay,sample,1e-05,10uM,3,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#4,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_10uM_rep3_acc5.csv,calibration_curve_historical_replay,sample,1e-05,10uM,3,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-5M_750_5_5_L_S2.csv#5,2
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc1.csv,calibration_curve_historical_replay,sample,1e-15,1fM,1,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc2.csv,calibration_curve_historical_replay,sample,1e-15,1fM,1,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc3.csv,calibration_curve_historical_replay,sample,1e-15,1fM,1,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc4.csv,calibration_curve_historical_replay,sample,1e-15,1fM,1,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep1_acc5.csv,calibration_curve_historical_replay,sample,1e-15,1fM,1,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S3.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc1.csv,calibration_curve_historical_replay,sample,1e-15,1fM,2,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc2.csv,calibration_curve_historical_replay,sample,1e-15,1fM,2,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc3.csv,calibration_curve_historical_replay,sample,1e-15,1fM,2,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc4.csv,calibration_curve_historical_replay,sample,1e-15,1fM,2,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep2_acc5.csv,calibration_curve_historical_replay,sample,1e-15,1fM,2,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S1.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc1.csv,calibration_curve_historical_replay,sample,1e-15,1fM,3,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc2.csv,calibration_curve_historical_replay,sample,1e-15,1fM,3,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc3.csv,calibration_curve_historical_replay,sample,1e-15,1fM,3,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc4.csv,calibration_curve_historical_replay,sample,1e-15,1fM,3,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1fM_rep3_acc5.csv,calibration_curve_historical_replay,sample,1e-15,1fM,3,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-15M_750_5_5_L_S2.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc1.csv,calibration_curve_historical_replay,sample,0.001,1mM,1,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc2.csv,calibration_curve_historical_replay,sample,0.001,1mM,1,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc3.csv,calibration_curve_historical_replay,sample,0.001,1mM,1,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc4.csv,calibration_curve_historical_replay,sample,0.001,1mM,1,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep1_acc5.csv,calibration_curve_historical_replay,sample,0.001,1mM,1,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S2.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc1.csv,calibration_curve_historical_replay,sample,0.001,1mM,2,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc2.csv,calibration_curve_historical_replay,sample,0.001,1mM,2,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc3.csv,calibration_curve_historical_replay,sample,0.001,1mM,2,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc4.csv,calibration_curve_historical_replay,sample,0.001,1mM,2,4,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,4,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep2_acc5.csv,calibration_curve_historical_replay,sample,0.001,1mM,2,5,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv,5,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-3M_750_5_5_L_S3.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc1.csv,calibration_curve_historical_replay,sample,0.001,1mM,3,1,portable_raman,500_5_5_L,4atp,dry_4atp_calibration,publication_snapshot_only_mixed_acquisition,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv,1,03-07-24,500_5_5_L,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc2.csv,calibration_curve_historical_replay,sample,0.001,1mM,3,2,portable_raman,500_5_5_L,4atp,dry_4atp_calibration,publication_snapshot_only_mixed_acquisition,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv,2,03-07-24,500_5_5_L,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc3.csv,calibration_curve_historical_replay,sample,0.001,1mM,3,3,portable_raman,500_5_5_L,4atp,dry_4atp_calibration,publication_snapshot_only_mixed_acquisition,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv,3,03-07-24,500_5_5_L,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv#3,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc4.csv,calibration_curve_historical_replay,sample,0.001,1mM,3,4,portable_raman,500_5_5_L,4atp,dry_4atp_calibration,publication_snapshot_only_mixed_acquisition,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv,4,03-07-24,500_5_5_L,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv#4,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1mM_rep3_acc5.csv,calibration_curve_historical_replay,sample,0.001,1mM,3,5,portable_raman,500_5_5_L,4atp,dry_4atp_calibration,publication_snapshot_only_mixed_acquisition,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv,5,03-07-24,500_5_5_L,Test 4-ATP/03-07-24/4 ATP/500-5-5-L/AAB_4 ATP_10^-3M_500_5_5_L_S3.csv#5,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc1.csv,calibration_curve_historical_replay,sample,1e-09,1nM,1,1,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv,1,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv#1,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc2.csv,calibration_curve_historical_replay,sample,1e-09,1nM,1,2,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv,2,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv#2,1
data/quarantine/legacy_snapshot/Calibration curve/Original spectra/4ATP_1nM_rep1_acc3.csv,calibration_curve_historical_replay,sample,1e-09,1nM,1,3,portable_raman,750_5_5_L,4atp,dry_4atp_calibration,source_intensity_exact_axis_within_1e-5_context_consistent,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv,3,03-07-24,750_5_5_L,Test 4-ATP/03-07-24/4 ATP/750-5-5-L/AAB_4 ATP_10^-9M_750_5_5_L_S1.csv#3,1
